Zip Code,Population,Total_female_population,Actual_Mean_Income,Land_area,Housing Unit,Latitude,Longitude
13806,205,322,45784,8016591,111,42.3755346,-74.9571143
13807,1199,112,45012,61664782,700,42.6074615,-74.9882349
13808,1771,655,51446,95308754,917,42.5252329,-75.2622024
13809,1517,781,46169,77896815,761,42.4038133,-75.3955423
13810,1149,980,42607,103672056,661,42.6068175,-75.1083628
13811,4354,536,44371,164294878,1859,42.2349257,-76.1640542
13812,2348,2145,76697,81768276,1011,42.0300605,-76.3547516
13813,977,1263,48118,72147918,529,42.1637061,-75.5513375
13815,13999,266,N,277767213,6554,42.5478662,-75.5308555
13820,22455,7104,45859,277908485,8840,42.4834307,-75.0369046
13825,3442,11772,46679,146447428,1673,42.4355774,-75.2045527
13826,58,1754,42093,2170183,49,42.0998199,-75.6387961
13827,11759,13,-,237014399,5279,42.1178268,-76.2491663
13830,5042,5726,56750,286158055,2510,42.4355844,-75.627625
13832,709,2446,43721,71832148,342,42.6581303,-75.6722156
13833,4255,348,49438,92550433,1797,42.1982051,-75.7686319
13834,118,2003,45182,900860,68,42.5309815,-74.9658947
13835,1511,34,N,109334947,715,42.383214,-76.1789961
13838,4409,655,58010,26687076,2153,42.2850988,-75.3881267
13839,1405,2102,44045,102962117,855,42.2620386,-75.2520511
13841,529,433,37965,30857994,316,42.4069898,-75.8421615
13842,695,337,44918,32351002,308,42.3767,-74.723609
13843,1888,288,49303,140937101,992,42.5067111,-75.3814096
13844,724,999,41110,62135980,368,42.6081789,-75.668317
13845,83,445,34618,1005039,39,42.0534309,-76.3549236
13846,305,16,N,21057938,167,42.3637233,-75.0547457
13847,67,123,33181,8442092,43,42.1805953,-75.2921377
13849,4551,30,N,171527403,2372,42.3500958,-75.3093171
13850,22004,1897,51942,132469003,9479,42.0493945,-76.0175936
13856,6596,11471,67392,479386472,3976,42.1710413,-75.183316
13859,182,3367,43501,1242630,83,42.3724854,-75.2452544
13860,94,97,48318,2371876,44,42.4479599,-74.9419863
13861,432,47,N,11420740,187,42.5085403,-75.151092
13862,4189,218,71890,146342050,1775,42.3309579,-75.9310082
13863,688,2227,48110,39360404,366,42.4554947,-75.898915
13864,1149,401,43319,69024219,560,42.2716683,-76.3886218
13865,6371,491,53284,285731616,3070,42.0320609,-75.615617
13901,19773,2914,47606,60140090,9685,42.1831807,-75.876065
13902,6177,9727,50876,1844246,0,42.0888237,-75.9688831
13903,18763,3077,32638,102581051,8613,42.0418859,-75.8890725
13904,9579,8788,55629,60087700,4256,42.1341235,-75.8202064
13905,28026,5045,45491,70050582,13468,42.1704356,-75.9434343
14001,9464,14001,49914,170739900,4254,43.0365931,-78.510856
14004,12704,4831,51632,124089792,4290,42.8913713,-78.5036874
14005,1986,5410,53787,86567899,760,42.9205858,-78.2500655
14006,9858,962,48689,67000641,4920,42.6331299,-79.0217451
14008,1467,4990,55015,63330285,581,43.312726,-78.6231657
14009,5672,768,48028,191904437,2757,42.5932674,-78.3975195
14011,9822,2750,45122,173021991,2633,42.8306745,-78.2997092
14012,2362,3179,48341,83324961,1036,43.332173,-78.5326216
14013,1751,1232,49613,104885665,723,43.08629,-78.3977458
14020,23306,817,42645,178981326,10303,42.9961898,-78.2134124
14024,1688,11358,48453,163629948,807,42.581363,-78.245468
14025,3039,851,45721,57843049,1275,42.6221558,-78.7269357
14026,674,1278,54475,1949845,292,42.9423126,-78.6879867
14028,1595,375,77581,35059747,751,43.3180403,-78.7176166
14030,1807,815,58493,51451977,775,42.5643861,-78.5076241
14031,9392,709,46567,48489564,3854,42.9831276,-78.6142617
14032,7989,5125,91962,60102569,2783,43.0467288,-78.6307729
14033,2219,4166,88759,44771841,943,42.6543817,-78.6921237
14034,2742,1039,73190,66565427,793,42.49574,-78.8711958
14035,125,985,52587,591693,67,42.4907778,-78.8483887
14036,5201,51,N,140308108,2201,42.9738512,-78.3895269
14037,1166,2467,51583,44825997,479,42.8027894,-78.4533284
14039,101,454,46870,4838841,52,42.8514795,-78.173096
14040,2217,51,54975,75697863,907,42.8908729,-78.3766308
14041,237,1093,51424,5888815,110,42.398835,-78.9715811
14042,3969,96,31584,118221280,1945,42.4755644,-78.4888075
14043,24742,2056,40623,22510684,11475,42.9019699,-78.7034114
14047,6440,12287,49501,34025341,2757,42.6873611,-78.9866226
14048,15072,3266,50006,60355641,7365,42.484359,-79.3170048
14051,19533,7605,42032,42310745,7476,43.0428424,-78.6994131
14052,17329,10323,93893,160499167,7271,42.7725372,-78.5843967
14054,1344,8646,69042,64381775,539,42.9195871,-78.1268024
14055,1405,648,51200,83752175,609,42.5628792,-78.6001258
14057,8116,698,52726,124745885,3296,42.6465739,-78.8747823
14058,2285,3786,54002,103204034,899,43.1020487,-78.1688569
14059,8933,1069,45618,69748676,3716,42.833552,-78.6340464
14060,443,5217,65181,45947326,252,42.4501547,-78.2964667
14061,349,161,N,2481142,150,42.5938785,-79.0793015
14062,3329,154,42848,187365718,1547,42.4384042,-79.1431068
14063,14870,1435,49338,130587982,5761,42.4084107,-79.3311035
14065,1896,7516,50924,96586200,830,42.4849052,-78.3128106
14066,1318,893,38434,104623601,617,42.629054,-78.1855359
14067,5040,547,44964,128203664,2018,43.2132039,-78.5684033
14068,7150,2953,49264,8960289,2991,43.0273294,-78.7566191
14069,844,3854,84845,22054558,418,42.6152231,-78.642926
14070,6732,344,51570,132370200,2350,42.4196577,-78.9177246
14072,20374,2501,47586,73228020,8273,43.0179014,-78.962657
14075,41937,10479,65115,102358741,18280,42.7132517,-78.833315
14080,4330,23052,63199,136958147,1870,42.6483322,-78.548318
14081,3095,2096,54162,91088217,1566,42.5632053,-79.0678323
14082,426,1607,54645,25716706,204,42.6575559,-78.3848733
14085,7353,222,N,18048173,2658,42.7216473,-78.9186503
14086,31847,3543,65166,87734538,12609,42.9090632,-78.6292558
14091,1079,16673,63794,55066724,433,42.5382331,-78.8930084
14092,11086,454,46035,51046046,5033,43.17322,-78.9930742
14094,50666,5962,66213,315801617,22387,43.1576926,-78.7020725
14098,2958,25400,52375,119284882,1686,43.3343727,-78.3806159
14101,1905,1365,44094,109894823,1110,42.3926514,-78.5382025
14102,1281,1097,43680,9860812,484,42.8370257,-78.5577249
14103,11183,755,52879,207069032,4808,43.2111613,-78.37677
14105,4566,5272,44777,121985851,1954,43.1991626,-78.4839021
14108,5882,2227,53183,70163129,2374,43.2633434,-78.7269495
14109,1117,2820,60274,1226540,1,43.1379504,-79.0341595
14111,3352,763,N,93413117,1449,42.5802609,-78.9047034
14112,85,1735,51267,103462,28,42.6979629,-78.9399528
14113,703,0,-,44083112,313,42.6715761,-78.3399309
14120,45100,275,37332,85216484,20022,43.0793172,-78.8426539
14125,3782,22715,60011,90965682,1510,43.0849191,-78.2746093
14126,588,1860,43548,1485339,383,43.3358823,-78.7286356
14127,29961,233,47723,106528538,12586,42.7528032,-78.739697
14129,1591,15944,81971,80023205,669,42.4811817,-79.0173842
14130,265,794,47306,2820684,103,42.5559812,-78.147652
14131,5283,48,N,109427574,2259,43.2386025,-78.8998228
14132,6218,2573,55418,72723613,2451,43.14933,-78.8777319
14134,104,2892,56073,2197743,45,42.5276753,-78.5239959
14135,119,71,N,2675690,55,42.4876944,-79.2408977
14136,5033,57,N,59970495,2375,42.5173455,-79.1748123
14138,2018,2716,45016,121376289,861,42.3795121,-79.0366555
14139,2125,1026,44642,61796292,938,42.7184053,-78.5414018
14141,7728,1174,58639,182626533,3313,42.5249667,-78.7120755
14143,1214,3644,52616,37452769,546,42.9719183,-78.0639855
14145,1618,630,44967,72864290,674,42.7296061,-78.4343284
14150,41676,914,45704,38695331,19750,42.9980842,-78.8782559
14167,1663,21898,48756,97561258,816,42.7500317,-78.3246795
14168,36,821,45374,102648,17,42.5203849,-78.9905411
14169,151,58,N,798388,71,42.7661453,-78.5236966
14170,2286,116,N,31923358,974,42.7002448,-78.6743075
14171,2077,1313,97425,132082514,1029,42.4246744,-78.6498319
14172,3200,1039,46783,63789246,1591,43.2726719,-78.8129431
14173,396,1513,58708,1499234,193,42.5259711,-78.4731019
14174,5794,179,N,63268229,2616,43.2491391,-78.9983252
14201,11549,2586,69955,2661751,6991,42.8960603,-78.8864244
14202,3911,6173,44432,2150797,2247,42.8814823,-78.8774823
14203,1618,1514,86270,6829294,936,42.8692135,-78.8698132
14204,8691,976,54851,4651931,5000,42.8821346,-78.8613274
14206,20751,5225,43744,12552705,10885,42.8800784,-78.8104716
14207,23552,10533,42715,10110620,11053,42.9519315,-78.898883
14208,11125,12194,43983,3569130,5594,42.9158895,-78.8530985
14209,7926,6643,40767,2366994,4683,42.9139433,-78.8660202
14210,14694,4161,54602,8301518,7328,42.862658,-78.8287392
14211,22611,6964,40395,10464917,12243,42.9062896,-78.8199564
14212,10641,12094,36784,4939280,6614,42.8942068,-78.8201205
14213,24465,5456,38384,5855257,11532,42.9180971,-78.8924064
14214,19775,11679,45934,7399335,9142,42.9396479,-78.8406585
14215,39999,9898,56136,12743313,18275,42.9353171,-78.8106687
14216,22431,21919,42204,7199114,11740,42.9496147,-78.8611193
14217,23480,11300,55240,8318459,11384,42.9718685,-78.8768682
14218,19039,11927,51638,21231675,9443,42.8193721,-78.8309524
14219,11536,9722,43669,18213745,5416,42.7887048,-78.8264715
14220,24227,5826,47322,9850778,11117,42.8457384,-78.8220761
14221,53555,12440,46207,59550976,23800,42.9845221,-78.7228709
14222,14046,29011,84765,3326180,7950,42.9199161,-78.8769432
14223,22665,7243,67472,8889745,10241,42.9734515,-78.8462008
14224,39889,12184,53852,52478122,17752,42.8378263,-78.7479355
14225,33385,21211,55261,30632302,16108,42.9288236,-78.7524591
14226,29267,17801,44681,17909095,13007,42.9710138,-78.7964546
14227,23426,14887,67132,22374089,11219,42.8869087,-78.7305632
14228,20857,11903,48144,41079503,9121,43.0443711,-78.7773351
14261,5713,10496,68849,3009917,2,43.0076311,-78.7915175
14301,12817,2930,19035,4330451,7396,43.0958212,-79.040407
14302,107,6699,39199,35992,107,43.0938955,-79.0491927
14303,5981,32,-,6362273,3599,43.0849756,-79.0384028
14304,30389,2998,35218,57462795,14307,43.0994068,-78.9519828
14305,16898,14867,49324,21262901,8139,43.1228284,-79.023242
14411,14491,9443,45668,293400836,5487,43.2359723,-78.2164767
14414,7142,7344,50110,101798523,3093,42.8909612,-77.7437568
14415,132,3409,52975,3760955,56,42.755495,-77.0170837
14416,3817,76,34453,96431728,1568,43.0826855,-77.9801217
14418,1325,1796,48741,96771723,966,42.6044302,-77.2164285
14420,20467,675,67315,156867279,7612,43.2117386,-77.9345645
14422,2468,10731,55667,88109135,1004,43.0847612,-78.0669648
14423,4799,1214,54852,130733277,2019,42.9339484,-77.821103
14424,27007,2476,45861,329349192,12972,42.8566949,-77.3032768
14425,10717,14227,60864,48376900,4205,42.9915136,-77.3380201
14427,1964,6359,61089,78231718,994,42.6215894,-78.0539053
14428,8096,1130,50350,132436198,3280,43.0805171,-77.8535675
14432,5726,4121,54454,100072291,2358,42.9573907,-77.1435228
14433,4629,3198,43756,171381988,1946,43.0821261,-76.8775977
14435,2941,2098,42312,94886821,1598,42.7125515,-77.6633123
14437,11415,1422,55223,321418919,4423,42.5747401,-77.736663
14441,325,4932,50738,908445,185,42.68461,-76.9576026
14445,8019,179,46500,4930012,3687,43.1130595,-77.4903006
14450,41104,3975,45978,82437138,17504,43.0926471,-77.421023
14454,11073,21791,75257,131114264,3560,42.7977741,-77.7746376
14456,20087,6316,52513,202045213,8724,42.847695,-76.9989723
14462,655,9727,50049,31032584,258,42.6865342,-77.7511147
14464,7524,242,48974,79395771,2997,43.3270436,-77.9321642
14466,1719,3893,45661,44610420,734,42.7765174,-77.5810421
14467,9105,989,45345,27901531,3855,43.0364323,-77.6120052
14468,17813,5282,64918,137466746,7162,43.2939562,-77.8020492
14469,6220,9025,53124,170822984,2636,42.8779192,-77.4710143
14470,8016,3045,49673,166045275,3378,43.2052117,-78.0576845
14471,2672,3960,50622,70268518,1965,42.7537607,-77.4921893
14472,8598,1253,44997,113216677,3469,42.9668191,-77.5751341
14475,234,3961,100696,3951645,92,42.9378193,-77.4982966
14476,2288,115,55623,64202239,974,43.329379,-78.0428003
14477,1732,1175,46221,67798700,829,43.3331285,-78.1403928
14478,1595,855,52830,30311215,703,42.5778234,-77.1263221
14479,275,990,55955,3833266,111,43.236262,-78.3137749
14480,833,141,N,3351845,455,42.8384924,-77.7103587
14481,1820,462,N,61560928,819,42.7617948,-77.9214521
14482,8275,835,38709,151537862,3647,42.9789041,-77.971534
14485,4267,4256,48690,91548060,1792,42.8826345,-77.6010256
14486,308,2137,49962,14590487,128,42.8942803,-77.921587
14487,6025,186,50021,86513787,2700,42.8117584,-77.6360062
14489,7192,3080,54422,175222370,3133,43.0883814,-76.994347
14502,10691,3779,41495,96611472,4326,43.0964744,-77.3354022
14504,1701,5514,61108,2946897,771,42.9689812,-77.2315014
14505,5393,980,41682,102573457,2164,43.1594195,-77.1689606
14506,1325,2604,53177,7462231,505,43.0055133,-77.5166522
14507,1351,750,90949,84757337,890,42.6849158,-77.2548857
14510,4895,678,55773,181085400,2215,42.6830101,-77.8690085
14511,497,2403,41338,5980947,230,42.9993739,-77.8917897
14512,4721,131,N,266149879,2629,42.6452413,-77.3997701
14513,13976,2388,50213,121481099,6073,43.0863088,-77.0921164
14514,6389,7193,40021,9703221,2614,43.1099606,-77.8149302
14516,2365,3460,63819,73363779,1119,43.2013281,-76.9193385
14517,2883,1235,49503,88409304,1269,42.5924265,-77.8958522
14519,11581,1554,48227,105646954,4709,43.2339724,-77.3146314
14521,2761,5999,53635,97891381,1390,42.6766417,-76.8050025
14522,9565,1164,49177,121240714,4185,43.0619055,-77.2219762
14525,2865,4709,45555,118117556,1137,42.8775145,-78.0133305
14526,19804,1404,48250,43333217,8308,43.1514643,-77.4443959
14527,12820,11053,83284,350773846,6670,42.6655084,-77.066309
14529,67,6481,49792,1010136,33,42.5399765,-77.6381005
14530,5575,96,32806,127684396,2833,42.7399104,-77.9987459
14532,4431,2644,41779,105265502,1869,42.9641009,-77.0320877
14533,2000,2107,47228,83234847,795,42.8388099,-77.8887592
14534,31426,885,50671,83726227,12390,43.0568897,-77.5210419
14536,687,16462,109619,47193482,321,42.5439751,-78.0836709
14537,207,290,44229,876090,84,43.035808,-77.1632009
14539,242,105,N,548223,94,42.8344988,-77.8747507
14541,4129,79,44370,127482704,1279,42.7575575,-76.8488488
14542,97,1233,52807,4793744,43,43.1473292,-76.860121
14543,3152,21,N,65196375,1261,42.9836801,-77.6783194
14544,2101,1603,69145,73124615,1117,42.7562507,-77.2437346
14545,173,1188,46329,3716761,78,42.6648568,-77.7010071
14546,4695,126,N,88473575,2108,43.0326746,-77.7800064
14548,4249,2409,50765,77896777,1750,42.9760724,-77.2438702
14549,91,1726,48378,291068,52,42.7000305,-78.0172728
14550,1537,29,N,51804279,795,42.6799017,-78.0934867
14551,5651,917,52799,113157907,2468,43.2181138,-77.0494022
14555,974,2702,41345,8123085,971,43.260787,-76.9757395
14559,18057,522,48202,110117074,7101,43.1899927,-77.8190549
14560,2164,9420,60795,100587067,1128,42.6834286,-77.5659035
14561,3086,964,51709,134359298,1156,42.8204319,-77.1317781
14564,14487,1473,53739,109044868,5888,42.9866992,-77.4343603
14568,6048,7612,105761,61489229,2276,43.1606092,-77.2814492
14569,6211,2986,62797,197585027,2897,42.7346931,-78.1685932
14571,1176,3107,48745,47540105,802,43.3416525,-78.2517418
14572,5081,526,55472,193554768,2463,42.5649251,-77.5625977
14580,50587,2576,46861,110323109,21001,43.2172825,-77.444534
14585,120,27241,67338,128258,74,42.9062605,-77.5531453
14586,10256,40,N,28867688,3900,43.0416606,-77.6899562
14588,749,5590,57081,623657,38,42.6809869,-76.870803
14589,7854,66,N,113469822,3561,43.2494236,-77.1742613
14590,5446,3928,50892,174903100,3140,43.2425469,-76.8262434
14591,1748,2518,46615,104664852,710,42.8320573,-78.1074665
14592,110,747,51139,431978,43,42.8722375,-77.8958925
14604,1743,88,N,946704,1482,43.1562118,-77.6047407
14605,12610,801,49606,4683397,5304,43.1684282,-77.6026417
14606,28255,7360,43013,25174139,12090,43.1709965,-77.6979141
14607,16223,15441,43756,4360329,10568,43.150787,-77.5864361
14608,12268,8106,51167,4518243,6108,43.1538899,-77.6233363
14609,42571,6781,41146,18781935,19295,43.1770929,-77.554873
14610,14233,22872,46244,11259788,7618,43.1426431,-77.545602
14611,17396,6972,73790,7496798,7849,43.1483164,-77.6469871
14612,34515,8808,36428,44225456,15020,43.2663296,-77.6767057
14613,14730,16996,55545,4731258,6146,43.1821707,-77.6401751
14614,1224,6665,37814,628921,76,43.1574423,-77.6153548
14615,16099,80,N,14999091,7489,43.2012518,-77.654726
14616,28534,8586,41832,15391113,12582,43.2346225,-77.657664
14617,22789,15040,44129,19890573,9897,43.2254965,-77.5935271
14618,22920,11789,60831,25012241,8809,43.1135254,-77.5539423
14619,14749,12538,100634,3771166,6179,43.1364557,-77.6494766
14620,25141,8001,41977,11613712,12234,43.1282911,-77.6058055
14621,33802,12215,51389,10678978,14768,43.1899385,-77.6036493
14622,12108,18145,35480,11934896,5750,43.2157412,-77.5524017
14623,27173,6218,49466,49424146,10169,43.0873326,-77.6418666
14624,36296,12061,48742,72337716,14868,43.1282713,-77.7313543
14625,10387,18274,53145,19789324,4801,43.1500388,-77.5055212
14626,30041,5319,75569,35287528,12885,43.2165266,-77.710806
14627,2320,16225,56120,398890,0,43.1286643,-77.6291444
14701,40730,1115,28975,239271752,19132,42.0801598,-79.2567099
14706,6356,20340,42616,204048907,2807,42.1132457,-78.5331461
14707,239,3365,51059,5147207,114,42.0773384,-78.0605114
14708,183,86,45022,27189587,143,42.0192186,-78.0636169
14709,1535,103,N,130971886,992,42.3564938,-77.9820644
14710,3540,707,50516,125264642,2297,42.0877698,-79.4198473
14711,1766,1629,47995,103554871,1031,42.3267254,-78.1194353
14712,3342,1004,39112,67409466,2237,42.1837446,-79.3619232
14714,487,1760,71644,47071994,300,42.2967283,-78.2336328
14715,2747,247,44621,112494206,1439,42.0765324,-78.144755
14716,3104,1429,48442,32107143,1029,42.3906371,-79.4450436
14717,636,1389,41340,70616866,1062,42.3616474,-78.1797006
14718,2163,209,48414,85416294,1022,42.3458141,-79.2876167
14719,3497,1098,42727,244316773,1767,42.3419578,-78.8759528
14720,675,1729,44133,634847,338,42.1085922,-79.2811791
14721,230,319,41290,9666433,145,42.0138881,-78.2665204
14722,153,56,N,858249,1224,42.2094889,-79.4683611
14723,1295,204,108825,112001292,674,42.3177043,-79.1572313
14724,2540,536,43820,192441477,1508,42.0463283,-79.66983
14726,2156,1214,49648,105329713,685,42.2535853,-79.0202788
14727,5450,1135,32996,281532567,3382,42.2069738,-78.297252
14728,1031,2683,51267,69400021,962,42.2633329,-79.4231764
14729,948,455,48638,91341026,552,42.4083774,-78.7435838
14731,1576,385,54825,118642487,2568,42.3073514,-78.6555028
14732,211,626,61527,5794277,85,42.2318624,-79.1164139
14733,3833,55,36807,71799900,1804,42.1601221,-79.1721988
14735,2751,1931,40560,214620527,1555,42.45269,-78.0961691
14736,282,1274,44904,13535416,195,42.1408446,-79.746108
14737,4252,108,50059,285523891,2653,42.3290501,-78.4286113
14738,3651,1983,41358,170434243,1809,42.0550061,-79.0845414
14739,2903,1767,47084,204985815,1809,42.1926036,-78.1462953
14740,1431,1371,37521,67466588,642,42.223203,-79.1814352
14741,1873,657,50711,159498082,1270,42.219966,-78.6116244
14742,314,1133,47096,581623,128,42.1201229,-79.3068391
14743,1783,143,N,112522248,953,42.2079411,-78.3949167
14744,2094,902,42003,45143834,512,42.4281004,-78.2066542
14747,2289,1253,40955,112740880,1066,42.1537154,-79.0945179
14748,746,946,42533,46367231,368,42.1571065,-78.6430605
14750,4426,411,35369,28745085,2384,42.0797661,-79.3292441
14752,169,2407,56626,649516,173,42.3517275,-79.3198568
14753,1166,149,N,142509330,573,42.0360321,-78.6643716
14754,667,495,42354,43028236,366,42.0219077,-78.201569
14755,2916,343,40577,195274750,1567,42.233756,-78.8045962
14756,110,1489,40440,355130,136,42.1980388,-79.4212737
14757,3487,33,N,119619162,2530,42.2376789,-79.5047092
14760,18775,1622,55631,164347071,9266,42.0770266,-78.4184293
14767,2088,9219,48444,138165475,804,42.0573522,-79.514135
14769,919,975,41831,23612130,492,42.367931,-79.4723168
14770,2963,501,43349,76684751,1342,42.037929,-78.3002964
14772,4255,1307,46631,191303981,1795,42.1574696,-78.9526182
14774,151,1910,42591,461338,52,42.0883673,-78.1490925
14775,2537,60,44206,139959428,1306,42.2287533,-79.699933
14777,667,1107,42018,37177259,706,42.3860798,-78.2737719
14778,1453,256,37396,1076111,2,42.0775839,-78.4832395
14779,6932,775,N,291889040,3503,42.0812305,-78.7779865
14781,2225,3511,36790,188068289,989,42.1616027,-79.6012876
14782,2401,1050,41419,142328450,1101,42.2655083,-79.2638653
14783,320,1313,43492,64535004,197,42.0821347,-78.8873547
14784,1033,169,35982,74978433,546,42.3111433,-79.3853695
14787,5121,381,44870,108797822,2675,42.3116483,-79.571405
14788,163,2500,42878,545003,67,42.0619905,-78.380108
14801,5475,115,N,281410630,2522,42.1040565,-77.2929685
14802,4135,2912,43592,2694190,560,42.2533747,-77.7892975
14803,1174,1871,52852,64552064,609,42.2734155,-77.7452958
14804,1479,390,45877,144718714,880,42.3172588,-77.8479358
14805,1100,700,50448,71626806,527,42.3514059,-76.7200733
14806,2269,509,45414,178016450,1172,42.1715406,-77.7725368
14807,3076,1049,50197,175202573,1477,42.4209865,-77.7113341
14808,591,1478,42431,8726700,267,42.559639,-77.4668603
14809,2552,179,39614,144350779,1249,42.424318,-77.4487545
14810,12356,1169,42283,312850512,5955,42.3497445,-77.3433734
14812,3478,6316,50369,200834973,1460,42.3007274,-77.0052492
14813,2520,1571,48368,157509358,1396,42.2526469,-77.9951039
14814,1931,1167,46342,22291331,825,42.1544877,-76.9588273
14815,946,943,51696,44842487,776,42.3743231,-77.0866845
14816,520,490,45021,9975059,207,42.1978735,-76.7320829
14817,2380,285,N,104360284,1080,42.3575754,-76.3349789
14818,1745,1204,44778,96595946,983,42.454933,-76.8189274
14819,733,979,42386,106875746,401,42.2241945,-77.4419394
14820,784,435,44494,79614973,358,42.1932798,-77.3598999
14821,3314,414,41705,140524424,1394,42.2415736,-77.2192536
14822,1169,1589,49303,128106755,722,42.4244806,-77.8514568
14823,3754,654,38682,200848764,1915,42.2491383,-77.5589543
14824,678,1775,44742,58725429,301,42.2597926,-76.6995311
14825,919,219,40341,43694812,373,42.0562963,-76.6181867
14826,2216,457,44125,157542122,1163,42.4914641,-77.4977777
14827,191,1023,44617,233078,82,42.1806507,-77.1428852
14830,19850,70,N,232758429,9160,42.1281188,-77.0319727
14836,1009,9961,66381,77612958,558,42.5429182,-77.8781933
14837,5648,447,47584,206377382,3084,42.4906668,-77.0261067
14838,1956,2883,50987,93327018,832,42.1881425,-76.6623223
14839,793,998,48418,114089906,491,42.1194435,-77.6409674
14840,3061,437,43214,152429898,2944,42.4407935,-77.1942542
14841,915,1411,67848,50774709,655,42.5253376,-76.8409153
14842,938,326,N,43333204,594,42.6005045,-76.9811339
14843,13043,463,32477,260485531,6231,42.3200785,-77.6463394
14845,20453,6446,44444,206759519,8939,42.2159123,-76.8341607
14846,792,10967,63013,88472732,418,42.5320904,-78.0015645
14847,2398,391,43602,100938474,1278,42.6085822,-76.7342123
14850,63886,1219,45925,326231605,26467,42.4321942,-76.4970238
14853,2755,33732,68681,611084,0,42.4490018,-76.4775508
14854,37,1403,N,58950,15,42.5058017,-76.6147686
14855,956,20,N,72538765,362,42.1456998,-77.4973961
14856,215,552,41214,976583,92,42.3767168,-77.3665059
14858,1598,196,N,93550806,670,42.0295567,-77.1350088
14859,1029,838,50927,80707317,485,42.114838,-76.5381393
14860,1039,344,54326,54357512,779,42.5919198,-76.8314278
14861,1404,626,46265,88636457,641,42.0882122,-76.686236
14864,1307,604,47619,32250895,595,42.2754154,-76.8409211
14865,2607,445,50388,51653512,1232,42.3481923,-76.8339768
14867,5569,1640,39681,173709162,2458,42.3431503,-76.618094
14869,1378,2981,48324,52205360,604,42.3608307,-76.7689677
14870,9821,640,44453,158767759,4374,42.1603777,-77.1276242
14871,5456,5019,68643,148082519,1938,42.0396251,-76.9114181
14872,605,2442,58338,16652444,283,42.2436532,-76.8749017
14873,2448,334,48981,191366308,1770,42.5222883,-77.2969846
14874,250,1249,50933,5998235,245,42.5301722,-77.1754898
14877,401,119,35585,109526203,341,42.0577904,-77.6803073
14878,781,155,48498,41541282,430,42.4502624,-76.9434047
14879,2398,318,55142,111681435,1041,42.3219462,-77.1871585
14880,1668,992,45878,142629247,1028,42.1774866,-77.9692258
14881,192,735,48115,3182031,111,42.3999009,-76.3589939
14882,3826,170,N,86054843,1747,42.5800968,-76.5532563
14883,4136,2063,70663,186971270,1850,42.2430225,-76.4721018
14884,273,1940,42832,49628133,320,42.4795216,-77.8938518
14885,873,109,54935,108874075,419,42.0464858,-77.5703279
14886,6753,393,35061,201011933,3181,42.5057511,-76.6849799
14889,1590,3601,61669,116419386,744,42.2341709,-76.578897
14891,4149,928,50720,135111962,2070,42.3770138,-76.9461818
14892,8189,2207,49132,111048077,3609,42.0460248,-76.5291141
14893,6,4239,49611,58702,27,42.4677139,-77.1077211
14894,1454,3,-,29204670,612,42.0190645,-76.7770921
14895,9616,651,48144,294154285,4943,42.0814396,-77.9409218
14897,980,4945,47019,66126387,439,42.0206689,-77.7926824
14898,1734,412,39490,151206957,747,42.0533638,-77.4294995
14901,16736,930,41486,96791377,6617,42.0876492,-76.7469378
14903,7567,7710,39999,54026660,3440,42.1316321,-76.871851
14904,16269,3495,55292,14548782,7324,42.0691491,-76.8006952
14905,9070,8330,39821,10790257,4326,42.0877255,-76.8432822
,,4701,67666,,,,
